hs17,group,subgroup,description,ship type,hs92
830300,83,3,"Safes: armoured or reinforced, strong-boxes, doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal",container,830300
830400,83,4,"Office equipment: filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading no. 9403",container,830400
830510,83,5,"Stationery: fittings for loose-leaf binders or files, of base metal",container,830510
830520,83,5,"Stationery: staples in strips, (e.g. for offices, upholstery, packaging), of base metal",container,830520
830590,83,5,"Stationery: letter clips, letter corners, paper clips, indexing tags and similar office articles, including parts, of base metal",container,830590
830610,83,6,"Bells, gongs and the like: non-electric, of base metal",container,830610
830621,83,6,Statuettes and other ornaments: of base metal plated with precious metal,container,830621
830629,83,6,Statuettes and other ornaments: of base metal other than plated with precious metal,container,830629
830630,83,6,"Photograph, picture or similar frames, mirrors: of base metal",container,830630
830710,83,7,"Tubing: flexible, with or without fittings, of iron or steel",container,830710
830790,83,7,"Tubing: flexible, with or without fittings of base metal, other than those of iron or steel",container,830790
830810,83,8,"Hooks, eyes and eyelets: of base metal, of a kind used for clothing, footwear, awnings, handbags, travel goods or other made up articles",container,830810
830820,83,8,"Rivets: tubular or bifurcated, of base metal",container,830820
830890,83,8,"Clasps, frames with clasps, buckles, buckle clasps: of base metal, of a kind used for clothing & accessories, footwear, jewellery, wrist-watches, books, awnings, leather goods, travel goods, saddlery etc, including parts",container,830890
830910,83,9,"Stoppers: corks, of base metal",container,830910
830990,83,9,"Stoppers: caps and lids, of base metal",container,830990
831000,83,10,"Sign plates, name-plates, address-plates and similar plates, numbers, letters and other symbols: of base metal, excluding those of heading no. 9405",container,831000
831110,83,11,"Electrodes: coated, of base metal, for electric arc-welding",container,831110
831120,83,11,"Wire: cored, of base metal, for electric arc-welding",container,831120
831130,83,11,"Rods and wire: coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",container,831130
831190,83,11,"Wires, rods, tubes, plates, electrodes of base metal or metal carbides: of a kind used for soldering, brazing, welding: wires and rods for metal spraying: n.e.c. in item no. 8311",container,831190
840110,84,1,Nuclear reactors,container,840110
840120,84,1,"Machinery and apparatus: for isotopic separation, and parts thereof",container,840120
840130,84,1,Fuel elements (cartridges): non-irradiated,container,840130
840140,84,1,Nuclear reactors: parts thereof,container,840140
840211,84,2,Boilers: watertube boilers with a steam production exceeding 45t per hour,container,840211
840212,84,2,Boilers: watertube boilers with a steam production not exceeding 45t per hour,container,840212
840219,84,2,"Boilers: vapour generating boilers, including hybrid boilers n.e.c. in heading no. 8402",container,840219
840220,84,2,Boilers: super-heated water boilers,container,840220
840290,84,2,Boilers: parts of steam or other vapour generating boilers,container,840290
840310,84,3,Boilers: central heating boilers (excluding those of heading no. 8402),container,840310
840390,84,3,Boilers: parts of central heating boilers (excluding those of heading no. 8402),container,840390
840410,84,4,"Boilers: auxiliary plant, for use with boilers of heading no. 8402 or 8403 (e.g. economisers, super-heaters, soot removers, gas recoverers)",container,840410
840420,84,4,"Boilers: condensers, for steam or other vapour power units",container,840420
840490,84,4,"Boilers: parts of auxiliary plant, for use with boilers of heading no. 8402 and 8403 and parts of condensers for steam or other vapour power units",container,840490
840510,84,5,"Generators: producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers",container,840510
840590,84,5,"Generators: parts of producer gas, water gas, acetylene gas and similar water process gas generators, with or without their purifiers",container,840590
840610,84,6,"Turbines: steam and other vapour turbines, for marine propulsion",container,840611
840681,84,6,"Turbines: steam and other vapour turbines, (for other than marine propulsion), of an output exceeding 40MW",container,840619
840682,84,6,"Turbines: steam and other vapour turbines, (for other than marine propulsion), of an output not exceeding 40MW",container,840619
840690,84,6,Turbines: parts of steam and other vapour turbines,container,840690
840710,84,7,"Engines: for aircraft, spark-ignition reciprocating or rotary internal combustion piston engines",container,840710
840721,84,7,"Engines: outboard motors for marine propulsion, spark-ignition reciprocating or rotary internal combustion piston engines",container,840721
840729,84,7,"Engines: for marine propulsion, (other than outboard motors), spark-ignition reciprocating or rotary internal combustion piston engines",container,840729
840731,84,7,"Engines: reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity not exceeding 50cc",container,840731
840732,84,7,"Engines: reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 50cc but not exceeding 250cc",container,840732
840733,84,7,"Engines: reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 250cc but not exceeding 1000cc",container,840733
840734,84,7,"Engines: reciprocating piston engines, of a kind used for the propulsion of vehicles of chapter 87, of a cylinder capacity exceeding 1000cc",container,840734
840790,84,7,"Engines: rotary internal combustion piston engines, for other than aircraft or marine propulsion",container,840790
840810,84,8,"Engines: for marine propulsion, compression-ignition internal combustion piston engines (diesel or semi-diesel engines)",container,840810
840820,84,8,"Engines: compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for the propulsion of vehicles of chapter 87",container,840820
840890,84,8,"Engines: compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87",container,840890
840910,84,9,Engines: parts of aircraft engines (spark-ignition reciprocating or rotary internal combustion piston engines),container,840910
840991,84,9,"Engines: parts, suitable for use solely or principally with spark-ignition internal combustion piston engines (for other than aircraft)",container,840991
840999,84,9,Engines: parts for internal combustion piston engines (excluding spark-ignition),container,840999
841011,84,10,"Turbines: hydraulic turbines and water wheels, of a power not exceeding 1000kW",container,841011
841012,84,10,"Turbines: hydraulic turbines and water wheels, of a power exceeding 1000kW but not exceeding 10000kW",container,841012
841013,84,10,"Turbines: hydraulic turbines and water wheels, of a power exceeding 10000kW",container,841013
841090,84,10,"Turbines: parts of hydraulic turbines and water wheels, including regulators",container,841090
841111,84,11,Turbo-jets: of a thrust not exceeding 25kN,container,841111
841112,84,11,Turbo-jets: of a thrust exceeding 25kN,container,841112
841121,84,11,Turbo-propellers: of a power not exceeding 1100kW,container,841121
841122,84,11,Turbo-propellers: of a power exceeding 1100kW,container,841122
841181,84,11,"Turbines: gas-turbines (excluding turbo-jets and turbo-propellers), of a power not exceeding 5000kW",container,841181
841182,84,11,"Turbines: gas-turbines (excluding turbo-jets and turbo-propellers), of a power exceeding 5000kW",container,841182
841191,84,11,Turbines: parts of turbo-jets and turbo-propellers,container,841191
841199,84,11,Turbines: parts of gas turbines (excluding turbo-jets and turbo-propellers),container,841199
841210,84,12,"Engines: reaction engines, other than turbo-jets",container,841210
841221,84,12,"Engines: hydraulic power engines and motors, linear acting (cylinders)",container,841221
841229,84,12,"Engines: hydraulic power engines and motors, other than linear acting (cylinders)",container,841229
841231,84,12,"Engines: pneumatic power engines and motors, linear acting (cylinders)",container,841231
841239,84,12,"Engines: pneumatic power engines and motors, other than linear acting (cylinders)",container,841239
841280,84,12,"Engines: pneumatic power engines and motors, n.e.c. in heading no. 8412",container,841280
841290,84,12,"Engines: parts, for engines and motors of heading no. 8412",container,841290
841311,84,13,"Pumps: fitted or designed to be fitted with a measuring device, for dispensing fuel or lubricants, of the type used in filling-stations or in garages",container,841311
841319,84,13,"Pumps: for liquids, fitted or designed to be fitted with a measuring device, other than pumps for dispensing fuel or lubricants",container,841319
841320,84,13,"Pumps: hand, fitted or designed to be fitted with a measuring device, for liquids, other than those of item no. 8413.11 or 8413.19",container,841320
841330,84,13,"Pumps: fuel, lubricating or cooling medium pumps for internal combustion piston engines",container,841330
841340,84,13,Pumps: concrete pumps,container,841340
841350,84,13,"Pumps: reciprocating positive displacement pumps, n.e.c. in heading no. 8413, for liquids",container,841350
841360,84,13,"Pumps: rotary positive displacement pumps, n.e.c. in heading no. 8413, for liquids",container,841360
841370,84,13,"Pumps: centrifugal, n.e.c. in heading no. 8413, for liquids",container,841370
841381,84,13,Pumps and liquid elevators: n.e.c. in heading no. 8413,container,841381
841382,84,13,Liquid elevators,container,841382
841391,84,13,Pumps: parts thereof,container,841391
841392,84,13,Liquid elevators: parts thereof,container,841392
841410,84,14,Pumps: vacuum,container,841410
841420,84,14,Pumps: hand or foot-operated air pumps,container,841420
841430,84,14,Compressors: of a kind used in refrigerating equipment,container,841430
841440,84,14,Compressors: air compressors mounted on a wheeled chassis for towing,container,841440
841451,84,14,"Fans: table, floor, wall, window, ceiling or roof fans, with a self-contained electric motor of an output not exceeding 125W",container,841451
841459,84,14,Fans: n.e.c. in item no. 8414.51,container,841459
841460,84,14,"Hoods: ventilating or recycling hoods incorporating a fan, whether or not fitted with filters, having a maximum horizontal side not exceeding 120cm",container,841460
841480,84,14,"Pumps and compressors: for air, vacuum or gas, n.e.c. in heading no. 8414",container,841480
