k;description;category
853210;Electrical capacitors: fixed, designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors);container
853221;Electrical capacitors: fixed, tantalum;container
853222;Electrical capacitors: fixed, aluminium electrolytic;container
853223;Electrical capacitors: fixed, ceramic dielectric, single layer;container
853224;Electrical capacitors: fixed, ceramic dielectric, multilayer;container
853225;Electrical capacitors: fixed, dielectric of paper or plastics;container
853229;Electrical capacitors: fixed, n.e.c. in heading no. 8532;container
853230;Electrical capacitors: variable or adjustable (pre-set) capacitors;container
853290;Electrical capacitors: parts of the capacitors of heading no. 8532;container
853310;Electrical resistors: fixed carbon resistors, composition or film types (including rheostats and potentiometers but excluding heating resistors);container
853321;Electrical resistors: fixed, for a power handling capacity not exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors);container
853329;Electrical resistors: fixed, for a power handling capacity exceeding 20W (including rheostats and potentiometers but excluding heating resistors and carbon resistors);container
853331;Electrical resistors: wirewound variable, including rheostats and potentiometers, for a power handling capacity not exceeding 20W (excluding heating);container
853339;Electrical resistors: wirewound variable, including rheostats and potentiometers, for a power handling capacity exceeding 20W (excluding heating);container
853340;Electrical resistors: variable, including rheostats and potentiometers (excluding heating);container
853390;Resistors: parts of the resistors of heading no. 8533;container
853400;Circuits: printed;container
853510;Electrical apparatus: fuses, for a voltage exceeding 1000 volts;container
853521;Electrical apparatus: automatic circuit breakers, for a voltage exceeding 1000 volts but less than 72.5kV;container
853529;Electrical apparatus: automatic circuit breakers, for a voltage of 72.5kV or more;container
853530;Electrical apparatus: isolating and make-and-break switches, for a voltage exceeding 1000 volts;container
853540;Electrical apparatus: lightning arresters, voltage limiters and surge suppressors (for a voltage exceeding 1000 volts);container
853590;Electrical apparatus: n.e.c. in heading no. 8535, for switching or protecting electrical circuits, for a voltage exceeding 1000 volts;container
853610;Electrical apparatus: fuses, for a voltage not exceeding 1000 volts;container
853620;Electrical apparatus: automatic circuit breakers, for a voltage not exceeding 1000 volts;container
853630;Electrical apparatus: for protecting electrical circuits, n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts;container
853641;Electrical apparatus: relays, (for a voltage not exceeding 60 volts);container
853649;Electrical apparatus: relays, for a voltage exceeding 60 volts;container
853650;Electrical apparatus: switches n.e.c. in heading no. 8536, for a voltage not exceeding 1000 volts;container
853661;Electrical apparatus: lamp-holders, for a voltage not exceeding 1000 volts;container
853669;Electrical apparatus: plugs and sockets, for a voltage not exceeding 1000 volts;container
853670;Connectors for optical fibres, optical fibre bundles or cables;container
853690;Electrical apparatus: n.e.c. in heading no. 8536, for switching or protecting electrical circuits, for a voltage not exceeding 1000 volts;container
853710;Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage not exceeding 1000 volts;container
853720;Boards, panels, consoles, desks and other bases: for electric control or the distribution of electricity, (other than switching apparatus of heading no. 8517), for a voltage exceeding 1000 volts;container
